"city","date","cases","cases_cumulative","country","continent"
"Monaco",2020-01-17,0,0,"Monaco","Europe"
"Monaco",2020-01-18,0,0,"Monaco","Europe"
"Monaco",2020-01-19,0,0,"Monaco","Europe"
"Monaco",2020-01-20,0,0,"Monaco","Europe"
"Monaco",2020-01-21,0,0,"Monaco","Europe"
"Monaco",2020-01-22,0,0,"Monaco","Europe"
"Monaco",2020-01-23,0,0,"Monaco","Europe"
"Monaco",2020-01-24,0,0,"Monaco","Europe"
"Monaco",2020-01-25,0,0,"Monaco","Europe"
"Monaco",2020-01-26,0,0,"Monaco","Europe"
"Monaco",2020-01-27,0,0,"Monaco","Europe"
"Monaco",2020-01-28,0,0,"Monaco","Europe"
"Monaco",2020-01-29,0,0,"Monaco","Europe"
"Monaco",2020-01-30,0,0,"Monaco","Europe"
"Monaco",2020-01-31,0,0,"Monaco","Europe"
"Monaco",2020-02-01,0,0,"Monaco","Europe"
"Monaco",2020-02-02,0,0,"Monaco","Europe"
"Monaco",2020-02-03,0,0,"Monaco","Europe"
"Monaco",2020-02-04,0,0,"Monaco","Europe"
"Monaco",2020-02-05,0,0,"Monaco","Europe"
"Monaco",2020-02-06,0,0,"Monaco","Europe"
"Monaco",2020-02-07,0,0,"Monaco","Europe"
"Monaco",2020-02-08,0,0,"Monaco","Europe"
"Monaco",2020-02-09,0,0,"Monaco","Europe"
"Monaco",2020-02-10,0,0,"Monaco","Europe"
"Monaco",2020-02-11,0,0,"Monaco","Europe"
"Monaco",2020-02-12,0,0,"Monaco","Europe"
"Monaco",2020-02-13,0,0,"Monaco","Europe"
"Monaco",2020-02-14,0,0,"Monaco","Europe"
"Monaco",2020-02-15,0,0,"Monaco","Europe"
"Monaco",2020-02-16,0,0,"Monaco","Europe"
"Monaco",2020-02-17,0,0,"Monaco","Europe"
"Monaco",2020-02-18,0,0,"Monaco","Europe"
"Monaco",2020-02-19,0,0,"Monaco","Europe"
"Monaco",2020-02-20,0,0,"Monaco","Europe"
"Monaco",2020-02-21,0,0,"Monaco","Europe"
"Monaco",2020-02-22,0,0,"Monaco","Europe"
"Monaco",2020-02-23,0,0,"Monaco","Europe"
"Monaco",2020-02-24,0,0,"Monaco","Europe"
"Monaco",2020-02-25,0,0,"Monaco","Europe"
"Monaco",2020-02-26,0,0,"Monaco","Europe"
"Monaco",2020-02-27,1,1,"Monaco","Europe"
"Monaco",2020-02-28,0,1,"Monaco","Europe"
"Monaco",2020-02-29,0,1,"Monaco","Europe"
"Monaco",2020-03-01,0,1,"Monaco","Europe"
"Monaco",2020-03-02,0,1,"Monaco","Europe"
"Monaco",2020-03-03,0,1,"Monaco","Europe"
"Monaco",2020-03-04,0,1,"Monaco","Europe"
"Monaco",2020-03-05,0,1,"Monaco","Europe"
"Monaco",2020-03-06,0,1,"Monaco","Europe"
"Monaco",2020-03-07,0,1,"Monaco","Europe"
"Monaco",2020-03-08,0,1,"Monaco","Europe"
"Monaco",2020-03-09,0,1,"Monaco","Europe"
"Monaco",2020-03-10,1,2,"Monaco","Europe"
"Monaco",2020-03-11,0,2,"Monaco","Europe"
"Monaco",2020-03-12,1,3,"Monaco","Europe"
"Monaco",2020-03-13,4,7,"Monaco","Europe"
"Monaco",2020-03-14,2,9,"Monaco","Europe"
"Monaco",2020-03-15,0,9,"Monaco","Europe"
"Monaco",2020-03-16,0,9,"Monaco","Europe"
"Monaco",2020-03-17,0,9,"Monaco","Europe"
"Monaco",2020-03-18,3,12,"Monaco","Europe"
"Monaco",2020-03-19,6,18,"Monaco","Europe"
"Monaco",2020-03-20,0,18,"Monaco","Europe"
"Monaco",2020-03-21,2,20,"Monaco","Europe"
"Monaco",2020-03-22,2,22,"Monaco","Europe"
"Monaco",2020-03-23,1,23,"Monaco","Europe"
"Monaco",2020-03-24,0,23,"Monaco","Europe"
"Monaco",2020-03-25,3,26,"Monaco","Europe"
"Monaco",2020-03-26,6,32,"Monaco","Europe"
"Monaco",2020-03-27,1,33,"Monaco","Europe"
"Monaco",2020-03-28,2,35,"Monaco","Europe"
"Monaco",2020-03-29,1,36,"Monaco","Europe"
"Monaco",2020-03-30,1,37,"Monaco","Europe"
"Monaco",2020-03-31,3,40,"Monaco","Europe"
"Monaco",2020-04-01,3,43,"Monaco","Europe"
"Monaco",2020-04-02,4,47,"Monaco","Europe"
"Monaco",2020-04-03,1,48,"Monaco","Europe"
"Monaco",2020-04-04,3,51,"Monaco","Europe"
"Monaco",2020-04-05,1,52,"Monaco","Europe"
"Monaco",2020-04-06,2,54,"Monaco","Europe"
"Monaco",2020-04-07,0,54,"Monaco","Europe"
"Monaco",2020-04-08,3,57,"Monaco","Europe"
"Monaco",2020-04-09,6,63,"Monaco","Europe"
"Monaco",2020-04-10,0,63,"Monaco","Europe"
"Monaco",2020-04-11,1,64,"Monaco","Europe"
"Monaco",2020-04-12,0,64,"Monaco","Europe"
"Montréal",2020-01-24,0,0,"Canada","North America"
"Montréal",2020-01-25,0,0,"Canada","North America"
"Montréal",2020-01-26,0,0,"Canada","North America"
"Montréal",2020-01-27,0,0,"Canada","North America"
"Montréal",2020-01-28,0,0,"Canada","North America"
"Montréal",2020-01-29,0,0,"Canada","North America"
"Montréal",2020-01-30,0,0,"Canada","North America"
"Montréal",2020-01-31,0,0,"Canada","North America"
"Montréal",2020-02-01,0,0,"Canada","North America"
"Montréal",2020-02-02,0,0,"Canada","North America"
"Montréal",2020-02-03,0,0,"Canada","North America"
"Montréal",2020-02-04,0,0,"Canada","North America"
"Montréal",2020-02-05,0,0,"Canada","North America"
"Montréal",2020-02-06,0,0,"Canada","North America"
"Montréal",2020-02-07,0,0,"Canada","North America"
"Montréal",2020-02-08,0,0,"Canada","North America"
"Montréal",2020-02-09,0,0,"Canada","North America"
"Montréal",2020-02-10,0,0,"Canada","North America"
"Montréal",2020-02-11,0,0,"Canada","North America"
"Montréal",2020-02-12,0,0,"Canada","North America"
"Montréal",2020-02-13,0,0,"Canada","North America"
"Montréal",2020-02-14,0,0,"Canada","North America"
"Montréal",2020-02-15,0,0,"Canada","North America"
"Montréal",2020-02-16,0,0,"Canada","North America"
"Montréal",2020-02-17,0,0,"Canada","North America"
"Montréal",2020-02-18,0,0,"Canada","North America"
"Montréal",2020-02-19,0,0,"Canada","North America"
"Montréal",2020-02-20,0,0,"Canada","North America"
"Montréal",2020-02-21,0,0,"Canada","North America"
"Montréal",2020-02-22,0,0,"Canada","North America"
"Montréal",2020-02-23,0,0,"Canada","North America"
"Montréal",2020-02-24,0,0,"Canada","North America"
"Montréal",2020-02-25,0,0,"Canada","North America"
"Montréal",2020-02-26,0,0,"Canada","North America"
"Montréal",2020-02-27,0,0,"Canada","North America"
"Montréal",2020-02-28,0,0,"Canada","North America"
"Montréal",2020-02-29,0,0,"Canada","North America"
"Montréal",2020-03-01,0,0,"Canada","North America"
"Montréal",2020-03-02,0,0,"Canada","North America"
"Montréal",2020-03-03,0,0,"Canada","North America"
"Montréal",2020-03-04,0,0,"Canada","North America"
"Montréal",2020-03-05,0,0,"Canada","North America"
"Montréal",2020-03-06,0,0,"Canada","North America"
"Montréal",2020-03-07,1,1,"Canada","North America"
"Montréal",2020-03-08,0,1,"Canada","North America"
"Montréal",2020-03-09,0,1,"Canada","North America"
"Montréal",2020-03-10,0,1,"Canada","North America"
"Montréal",2020-03-11,0,1,"Canada","North America"
"Montréal",2020-03-12,2,3,"Canada","North America"
"Montréal",2020-03-13,1,4,"Canada","North America"
"Montréal",2020-03-14,1,5,"Canada","North America"
"Montréal",2020-03-15,1,6,"Canada","North America"
"Montréal",2020-03-16,2,8,"Canada","North America"
"Montréal",2020-03-17,5,13,"Canada","North America"
"Montréal",2020-03-18,2,15,"Canada","North America"
"Montréal",2020-03-19,7,22,"Canada","North America"
"Montréal",2020-03-20,28,50,"Canada","North America"
"Montréal",2020-03-21,28,78,"Canada","North America"
"Montréal",2020-03-22,88,166,"Canada","North America"
"Montréal",2020-03-23,93,259,"Canada","North America"
"Montréal",2020-03-24,128,387,"Canada","North America"
"Montréal",2020-03-25,121,508,"Canada","North America"
"Montréal",2020-03-26,144,652,"Canada","North America"
"Montréal",2020-03-27,170,822,"Canada","North America"
"Montréal",2020-03-28,283,1105,"Canada","North America"
"Montréal",2020-03-29,195,1300,"Canada","North America"
"Montréal",2020-03-30,265,1565,"Canada","North America"
"Montréal",2020-03-31,296,1861,"Canada","North America"
"Montréal",2020-04-01,338,2199,"Canada","North America"
"Montréal",2020-04-02,321,2520,"Canada","North America"
"Montréal",2020-04-03,375,2895,"Canada","North America"
"Montréal",2020-04-04,297,3192,"Canada","North America"
"Montréal",2020-04-05,410,3602,"Canada","North America"
"Montréal",2020-04-06,259,3861,"Canada","North America"
"Montréal",2020-04-07,345,4206,"Canada","North America"
"Montréal",2020-04-08,440,4646,"Canada","North America"
"Montréal",2020-04-09,330,4976,"Canada","North America"
"Montréal",2020-04-10,473,5449,"Canada","North America"
"Montréal",2020-04-11,335,5784,"Canada","North America"
"Montréal",2020-04-12,287,6071,"Canada","North America"
"Moscow",2020-03-01,0,0,"Russia","Europe"
"Moscow",2020-03-02,0,0,"Russia","Europe"
"Moscow",2020-03-03,0,0,"Russia","Europe"
"Moscow",2020-03-04,0,0,"Russia","Europe"
"Moscow",2020-03-05,0,0,"Russia","Europe"
"Moscow",2020-03-06,5,5,"Russia","Europe"
"Moscow",2020-03-07,0,5,"Russia","Europe"
"Moscow",2020-03-08,0,5,"Russia","Europe"
"Moscow",2020-03-09,3,8,"Russia","Europe"
"Moscow",2020-03-10,3,11,"Russia","Europe"
"Moscow",2020-03-11,6,17,"Russia","Europe"
"Moscow",2020-03-12,4,21,"Russia","Europe"
"Moscow",2020-03-13,5,26,"Russia","Europe"
"Moscow",2020-03-14,9,35,"Russia","Europe"
"Moscow",2020-03-15,0,35,"Russia","Europe"
"Moscow",2020-03-16,18,53,"Russia","Europe"
"Moscow",2020-03-17,2,55,"Russia","Europe"
"Moscow",2020-03-18,31,86,"Russia","Europe"
"Moscow",2020-03-19,12,98,"Russia","Europe"
"Moscow",2020-03-20,33,131,"Russia","Europe"
"Moscow",2020-03-21,6,137,"Russia","Europe"
"Moscow",2020-03-22,54,191,"Russia","Europe"
"Moscow",2020-03-23,71,262,"Russia","Europe"
"Moscow",2020-03-24,28,290,"Russia","Europe"
"Moscow",2020-03-25,120,410,"Russia","Europe"
"Moscow",2020-03-26,136,546,"Russia","Europe"
"Moscow",2020-03-27,157,703,"Russia","Europe"
"Moscow",2020-03-28,114,817,"Russia","Europe"
"Moscow",2020-03-29,197,1014,"Russia","Europe"
"Moscow",2020-03-30,212,1226,"Russia","Europe"
"Moscow",2020-03-31,387,1613,"Russia","Europe"
"Moscow",2020-04-01,267,1880,"Russia","Europe"
"Moscow",2020-04-02,595,2475,"Russia","Europe"
"Moscow",2020-04-03,448,2923,"Russia","Europe"
"Moscow",2020-04-04,434,3357,"Russia","Europe"
"Moscow",2020-04-05,536,3893,"Russia","Europe"
"Moscow",2020-04-06,591,4484,"Russia","Europe"
"Moscow",2020-04-07,697,5181,"Russia","Europe"
"Moscow",2020-04-08,660,5841,"Russia","Europe"
"Moscow",2020-04-09,857,6698,"Russia","Europe"
"Moscow",2020-04-10,1124,7822,"Russia","Europe"
"Moscow",2020-04-11,1030,8852,"Russia","Europe"
"Moscow",2020-04-12,1306,10158,"Russia","Europe"
"New York City",2020-01-22,0,0,"United States","North America"
"New York City",2020-01-23,0,0,"United States","North America"
"New York City",2020-01-24,0,0,"United States","North America"
"New York City",2020-01-25,0,0,"United States","North America"
"New York City",2020-01-26,0,0,"United States","North America"
"New York City",2020-01-27,0,0,"United States","North America"
"New York City",2020-01-28,0,0,"United States","North America"
"New York City",2020-01-29,0,0,"United States","North America"
"New York City",2020-01-30,0,0,"United States","North America"
"New York City",2020-01-31,0,0,"United States","North America"
"New York City",2020-02-01,0,0,"United States","North America"
"New York City",2020-02-02,0,0,"United States","North America"
"New York City",2020-02-03,0,0,"United States","North America"
"New York City",2020-02-04,0,0,"United States","North America"
"New York City",2020-02-05,0,0,"United States","North America"
"New York City",2020-02-06,0,0,"United States","North America"
"New York City",2020-02-07,0,0,"United States","North America"
"New York City",2020-02-08,0,0,"United States","North America"
"New York City",2020-02-09,0,0,"United States","North America"
"New York City",2020-02-10,0,0,"United States","North America"
"New York City",2020-02-11,0,0,"United States","North America"
"New York City",2020-02-12,0,0,"United States","North America"
"New York City",2020-02-13,0,0,"United States","North America"
"New York City",2020-02-14,0,0,"United States","North America"
"New York City",2020-02-15,0,0,"United States","North America"
"New York City",2020-02-16,0,0,"United States","North America"
"New York City",2020-02-17,0,0,"United States","North America"
"New York City",2020-02-18,0,0,"United States","North America"
"New York City",2020-02-19,0,0,"United States","North America"
"New York City",2020-02-20,0,0,"United States","North America"
"New York City",2020-02-21,0,0,"United States","North America"
"New York City",2020-02-22,0,0,"United States","North America"
"New York City",2020-02-23,0,0,"United States","North America"
"New York City",2020-02-24,0,0,"United States","North America"
"New York City",2020-02-25,0,0,"United States","North America"
"New York City",2020-02-26,0,0,"United States","North America"
"New York City",2020-02-27,0,0,"United States","North America"
"New York City",2020-02-28,0,0,"United States","North America"
"New York City",2020-02-29,1,1,"United States","North America"
"New York City",2020-03-01,0,1,"United States","North America"
"New York City",2020-03-02,0,1,"United States","North America"
"New York City",2020-03-03,1,2,"United States","North America"
"New York City",2020-03-04,5,7,"United States","North America"
"New York City",2020-03-05,3,10,"United States","North America"
"New York City",2020-03-06,8,18,"United States","North America"
"New York City",2020-03-07,7,25,"United States","North America"
"New York City",2020-03-08,21,46,"United States","North America"
"New York City",2020-03-09,57,103,"United States","North America"
"New York City",2020-03-10,69,172,"United States","North America"
"New York City",2020-03-11,155,327,"United States","North America"
"New York City",2020-03-12,355,682,"United States","North America"
"New York City",2020-03-13,619,1301,"United States","North America"
"New York City",2020-03-14,642,1943,"United States","North America"
"New York City",2020-03-15,1034,2977,"United States","North America"
"New York City",2020-03-16,2121,5098,"United States","North America"
"New York City",2020-03-17,2452,7550,"United States","North America"
"New York City",2020-03-18,2970,10520,"United States","North America"
"New York City",2020-03-19,3705,14225,"United States","North America"
"New York City",2020-03-20,4007,18232,"United States","North America"
"New York City",2020-03-21,2639,20871,"United States","North America"
"New York City",2020-03-22,2580,23451,"United States","North America"
"New York City",2020-03-23,3570,27021,"United States","North America"
"New York City",2020-03-24,4497,31518,"United States","North America"
"New York City",2020-03-25,4874,36392,"United States","North America"
"New York City",2020-03-26,5044,41436,"United States","North America"
"New York City",2020-03-27,5119,46555,"United States","North America"
"New York City",2020-03-28,3479,50034,"United States","North America"
"New York City",2020-03-29,3560,53594,"United States","North America"
"New York City",2020-03-30,6128,59722,"United States","North America"
"New York City",2020-03-31,5458,65180,"United States","North America"
"New York City",2020-04-01,5449,70629,"United States","North America"
"New York City",2020-04-02,5746,76375,"United States","North America"
"New York City",2020-04-03,5670,82045,"United States","North America"
"New York City",2020-04-04,3865,85910,"United States","North America"
"New York City",2020-04-05,3780,89690,"United States","North America"
"New York City",2020-04-06,6353,96043,"United States","North America"
"New York City",2020-04-07,6044,102087,"United States","North America"
"New York City",2020-04-08,5575,107662,"United States","North America"
"New York City",2020-04-09,5070,112732,"United States","North America"
"New York City",2020-04-10,4510,117242,"United States","North America"
"New York City",2020-04-11,3731,120973,"United States","North America"
"New York City",2020-04-12,2887,123860,"United States","North America"
"Paris",2020-03-10,1,1,"France","Europe"
"Paris",2020-03-11,2,3,"France","Europe"
"Paris",2020-03-12,3,6,"France","Europe"
"Paris",2020-03-13,4,10,"France","Europe"
"Paris",2020-03-14,13,23,"France","Europe"
"Paris",2020-03-15,13,36,"France","Europe"
"Paris",2020-03-16,29,65,"France","Europe"
"Paris",2020-03-17,45,110,"France","Europe"
"Paris",2020-03-18,76,186,"France","Europe"
"Paris",2020-03-19,83,269,"France","Europe"
"Paris",2020-03-20,91,360,"France","Europe"
"Paris",2020-03-21,65,425,"France","Europe"
"Paris",2020-03-22,63,488,"France","Europe"
"Paris",2020-03-23,167,655,"France","Europe"
"Paris",2020-03-24,140,795,"France","Europe"
"Paris",2020-03-25,171,966,"France","Europe"
"Paris",2020-03-26,177,1143,"France","Europe"
"Paris",2020-03-27,187,1330,"France","Europe"
"Paris",2020-03-28,95,1425,"France","Europe"
"Paris",2020-03-29,49,1474,"France","Europe"
"Paris",2020-03-30,182,1656,"France","Europe"
"Paris",2020-03-31,188,1844,"France","Europe"
"Paris",2020-04-01,121,1965,"France","Europe"
"Paris",2020-04-02,138,2103,"France","Europe"
"Paris",2020-04-03,166,2269,"France","Europe"
"Paris",2020-04-04,80,2349,"France","Europe"
"Paris",2020-04-05,18,2367,"France","Europe"
"Paris",2020-04-06,123,2490,"France","Europe"
"Paris",2020-04-07,114,2604,"France","Europe"
"Paris",2020-04-08,125,2729,"France","Europe"
"Paris",2020-04-09,171,2900,"France","Europe"
"Paris",2020-04-10,188,3088,"France","Europe"
"Paris",2020-04-11,28,3116,"France","Europe"
"Paris",2020-04-12,16,3132,"France","Europe"
"Philadelphia",2020-03-09,0,0,"United States","North America"
"Philadelphia",2020-03-10,0,0,"United States","North America"
"Philadelphia",2020-03-11,0,0,"United States","North America"
"Philadelphia",2020-03-12,0,0,"United States","North America"
"Philadelphia",2020-03-13,2,2,"United States","North America"
"Philadelphia",2020-03-14,1,3,"United States","North America"
"Philadelphia",2020-03-15,4,7,"United States","North America"
"Philadelphia",2020-03-16,0,7,"United States","North America"
"Philadelphia",2020-03-17,2,9,"United States","North America"
"Philadelphia",2020-03-18,7,16,"United States","North America"
"Philadelphia",2020-03-19,16,32,"United States","North America"
"Philadelphia",2020-03-20,9,41,"United States","North America"
"Philadelphia",2020-03-21,27,68,"United States","North America"
"Philadelphia",2020-03-22,22,90,"United States","North America"
"Philadelphia",2020-03-23,37,127,"United States","North America"
"Philadelphia",2020-03-24,49,176,"United States","North America"
"Philadelphia",2020-03-25,80,256,"United States","North America"
"Philadelphia",2020-03-26,145,401,"United States","North America"
"Philadelphia",2020-03-27,128,529,"United States","North America"
"Philadelphia",2020-03-28,179,708,"United States","North America"
"Philadelphia",2020-03-29,156,864,"United States","North America"
"Philadelphia",2020-03-30,207,1071,"United States","North America"
"Philadelphia",2020-03-31,243,1314,"United States","North America"
"Philadelphia",2020-04-01,163,1477,"United States","North America"
"Philadelphia",2020-04-02,374,1851,"United States","North America"
"Philadelphia",2020-04-03,432,2283,"United States","North America"
"Philadelphia",2020-04-04,326,2609,"United States","North America"
"Philadelphia",2020-04-05,525,3134,"United States","North America"
"Philadelphia",2020-04-06,476,3610,"United States","North America"
"Philadelphia",2020-04-07,401,4011,"United States","North America"
"Philadelphia",2020-04-08,444,4455,"United States","North America"
"Philadelphia",2020-04-09,573,5028,"United States","North America"
"Philadelphia",2020-04-10,492,5520,"United States","North America"
"Philadelphia",2020-04-11,501,6021,"United States","North America"
"Philadelphia",2020-04-12,330,6351,"United States","North America"
"Rhine-Ruhr",2020-01-15,1,1,"Germany","Europe"
"Rhine-Ruhr",2020-02-05,1,2,"Germany","Europe"
"Rhine-Ruhr",2020-02-20,1,3,"Germany","Europe"
"Rhine-Ruhr",2020-02-27,1,4,"Germany","Europe"
"Rhine-Ruhr",2020-02-28,2,6,"Germany","Europe"
"Rhine-Ruhr",2020-02-29,2,8,"Germany","Europe"
"Rhine-Ruhr",2020-03-01,3,11,"Germany","Europe"
"Rhine-Ruhr",2020-03-02,2,13,"Germany","Europe"
"Rhine-Ruhr",2020-03-03,7,20,"Germany","Europe"
"Rhine-Ruhr",2020-03-04,13,33,"Germany","Europe"
"Rhine-Ruhr",2020-03-05,11,44,"Germany","Europe"
"Rhine-Ruhr",2020-03-06,17,61,"Germany","Europe"
"Rhine-Ruhr",2020-03-07,6,67,"Germany","Europe"
"Rhine-Ruhr",2020-03-08,2,69,"Germany","Europe"
"Rhine-Ruhr",2020-03-09,16,85,"Germany","Europe"
"Rhine-Ruhr",2020-03-10,37,122,"Germany","Europe"
"Rhine-Ruhr",2020-03-11,31,153,"Germany","Europe"
"Rhine-Ruhr",2020-03-12,83,236,"Germany","Europe"
"Rhine-Ruhr",2020-03-13,112,348,"Germany","Europe"
"Rhine-Ruhr",2020-03-14,116,464,"Germany","Europe"
"Rhine-Ruhr",2020-03-15,83,547,"Germany","Europe"
"Rhine-Ruhr",2020-03-16,164,711,"Germany","Europe"
"Rhine-Ruhr",2020-03-17,294,1005,"Germany","Europe"
"Rhine-Ruhr",2020-03-18,202,1207,"Germany","Europe"
"Rhine-Ruhr",2020-03-19,388,1595,"Germany","Europe"
"Rhine-Ruhr",2020-03-20,258,1853,"Germany","Europe"
"Rhine-Ruhr",2020-03-21,228,2081,"Germany","Europe"
"Rhine-Ruhr",2020-03-22,145,2226,"Germany","Europe"
"Rhine-Ruhr",2020-03-23,239,2465,"Germany","Europe"
"Rhine-Ruhr",2020-03-24,266,2731,"Germany","Europe"
"Rhine-Ruhr",2020-03-25,281,3012,"Germany","Europe"
"Rhine-Ruhr",2020-03-26,294,3306,"Germany","Europe"
"Rhine-Ruhr",2020-03-27,297,3603,"Germany","Europe"
"Rhine-Ruhr",2020-03-28,191,3794,"Germany","Europe"
"Rhine-Ruhr",2020-03-29,143,3937,"Germany","Europe"
"Rhine-Ruhr",2020-03-30,236,4173,"Germany","Europe"
"Rhine-Ruhr",2020-03-31,359,4532,"Germany","Europe"
"Rhine-Ruhr",2020-04-01,304,4836,"Germany","Europe"
"Rhine-Ruhr",2020-04-02,342,5178,"Germany","Europe"
"Rhine-Ruhr",2020-04-03,237,5415,"Germany","Europe"
"Rhine-Ruhr",2020-04-04,151,5566,"Germany","Europe"
"Rhine-Ruhr",2020-04-05,172,5738,"Germany","Europe"
"Rhine-Ruhr",2020-04-06,259,5997,"Germany","Europe"
"Rhine-Ruhr",2020-04-07,243,6240,"Germany","Europe"
"Rhine-Ruhr",2020-04-08,321,6561,"Germany","Europe"
"Rhine-Ruhr",2020-04-09,221,6782,"Germany","Europe"
"Rhine-Ruhr",2020-04-10,185,6967,"Germany","Europe"
"Rhine-Ruhr",2020-04-11,110,7077,"Germany","Europe"
"Rhine-Ruhr",2020-04-12,120,7197,"Germany","Europe"
"Rome",2020-02-24,0,0,"Italy","Europe"
"Rome",2020-02-25,3,3,"Italy","Europe"
"Rome",2020-02-26,0,3,"Italy","Europe"
"Rome",2020-02-27,0,3,"Italy","Europe"
"Rome",2020-02-28,0,3,"Italy","Europe"
"Rome",2020-02-29,3,6,"Italy","Europe"
"Rome",2020-03-01,0,6,"Italy","Europe"
"Rome",2020-03-02,1,7,"Italy","Europe"
"Rome",2020-03-03,7,14,"Italy","Europe"
"Rome",2020-03-04,15,29,"Italy","Europe"
"Rome",2020-03-05,13,42,"Italy","Europe"
"Rome",2020-03-06,7,49,"Italy","Europe"
"Rome",2020-03-07,22,71,"Italy","Europe"
"Rome",2020-03-08,6,77,"Italy","Europe"
"Rome",2020-03-09,14,91,"Italy","Europe"
"Rome",2020-03-10,0,91,"Italy","Europe"
"Rome",2020-03-11,8,99,"Italy","Europe"
"Rome",2020-03-12,63,162,"Italy","Europe"
"Rome",2020-03-13,56,218,"Italy","Europe"
"Rome",2020-03-14,70,288,"Italy","Europe"
"Rome",2020-03-15,66,354,"Italy","Europe"
"Rome",2020-03-16,58,412,"Italy","Europe"
"Rome",2020-03-17,74,486,"Italy","Europe"
"Rome",2020-03-18,104,590,"Italy","Europe"
"Rome",2020-03-19,88,678,"Italy","Europe"
"Rome",2020-03-20,77,755,"Italy","Europe"
"Rome",2020-03-21,138,893,"Italy","Europe"
"Rome",2020-03-22,156,1049,"Italy","Europe"
"Rome",2020-03-23,122,1171,"Italy","Europe"
"Rome",2020-03-24,116,1287,"Italy","Europe"
"Rome",2020-03-25,141,1428,"Italy","Europe"
"Rome",2020-03-26,139,1567,"Italy","Europe"
"Rome",2020-03-27,136,1703,"Italy","Europe"
"Rome",2020-03-28,136,1839,"Italy","Europe"
"Rome",2020-03-29,106,1945,"Italy","Europe"
"Rome",2020-03-30,123,2068,"Italy","Europe"
"Rome",2020-03-31,118,2186,"Italy","Europe"
"Rome",2020-04-01,74,2260,"Italy","Europe"
"Rome",2020-04-02,133,2393,"Italy","Europe"
"Rome",2020-04-03,110,2503,"Italy","Europe"
"Rome",2020-04-04,117,2620,"Italy","Europe"
"Rome",2020-04-05,94,2714,"Italy","Europe"
"Rome",2020-04-06,55,2769,"Italy","Europe"
"Rome",2020-04-07,61,2830,"Italy","Europe"
"Rome",2020-04-08,80,2910,"Italy","Europe"
"Rome",2020-04-09,116,3026,"Italy","Europe"
"Rome",2020-04-10,88,3114,"Italy","Europe"
"Rome",2020-04-11,105,3219,"Italy","Europe"
"Rome",2020-04-12,96,3315,"Italy","Europe"
"San Francisco",2020-03-01,0,0,"United States","North America"
"San Francisco",2020-03-02,0,0,"United States","North America"
"San Francisco",2020-03-03,2,2,"United States","North America"
"San Francisco",2020-03-04,0,2,"United States","North America"
"San Francisco",2020-03-05,6,8,"United States","North America"
"San Francisco",2020-03-06,1,9,"United States","North America"
"San Francisco",2020-03-07,7,16,"United States","North America"
"San Francisco",2020-03-08,3,19,"United States","North America"
"San Francisco",2020-03-09,4,23,"United States","North America"
"San Francisco",2020-03-10,7,30,"United States","North America"
"San Francisco",2020-03-11,12,42,"United States","North America"
"San Francisco",2020-03-12,9,51,"United States","North America"
"San Francisco",2020-03-13,18,69,"United States","North America"
"San Francisco",2020-03-14,10,79,"United States","North America"
"San Francisco",2020-03-15,11,90,"United States","North America"
"San Francisco",2020-03-16,42,132,"United States","North America"
"San Francisco",2020-03-17,30,162,"United States","North America"
"San Francisco",2020-03-18,26,188,"United States","North America"
"San Francisco",2020-03-19,22,210,"United States","North America"
"San Francisco",2020-03-20,38,248,"United States","North America"
"San Francisco",2020-03-21,17,265,"United States","North America"
"San Francisco",2020-03-22,28,293,"United States","North America"
"San Francisco",2020-03-23,37,330,"United States","North America"
"San Francisco",2020-03-24,48,378,"United States","North America"
"San Francisco",2020-03-25,50,428,"United States","North America"
"San Francisco",2020-03-26,44,472,"United States","North America"
"San Francisco",2020-03-27,36,508,"United States","North America"
"San Francisco",2020-03-28,22,530,"United States","North America"
"San Francisco",2020-03-29,16,546,"United States","North America"
"San Francisco",2020-03-30,47,593,"United States","North America"
"San Francisco",2020-03-31,60,653,"United States","North America"
"San Francisco",2020-04-01,44,697,"United States","North America"
"San Francisco",2020-04-02,45,742,"United States","North America"
"San Francisco",2020-04-03,31,773,"United States","North America"
"San Francisco",2020-04-04,20,793,"United States","North America"
"San Francisco",2020-04-05,37,830,"United States","North America"
"San Francisco",2020-04-06,63,893,"United States","North America"
"San Francisco",2020-04-07,66,959,"United States","North America"
"San Francisco",2020-04-08,80,1039,"United States","North America"
"San Francisco",2020-04-09,87,1126,"United States","North America"
"San Francisco",2020-04-10,43,1169,"United States","North America"
"San Francisco",2020-04-11,54,1223,"United States","North America"
"San Francisco",2020-04-12,31,1254,"United States","North America"
"Seattle",2020-02-28,0,0,"United States","North America"
"Seattle",2020-02-29,3,3,"United States","North America"
"Seattle",2020-03-01,7,10,"United States","North America"
"Seattle",2020-03-02,4,14,"United States","North America"
"Seattle",2020-03-03,7,21,"United States","North America"
"Seattle",2020-03-04,11,32,"United States","North America"
"Seattle",2020-03-05,19,51,"United States","North America"
"Seattle",2020-03-06,7,58,"United States","North America"
"Seattle",2020-03-07,13,71,"United States","North America"
"Seattle",2020-03-08,19,90,"United States","North America"
"Seattle",2020-03-09,26,116,"United States","North America"
"Seattle",2020-03-10,74,190,"United States","North America"
"Seattle",2020-03-11,44,234,"United States","North America"
"Seattle",2020-03-12,36,270,"United States","North America"
"Seattle",2020-03-13,58,328,"United States","North America"
