"city","date","cases","cases_cumulative","country","continent"
"London",2020-02-13,1,7,"United Kingdom","Europe"
"London",2020-02-14,0,7,"United Kingdom","Europe"
"London",2020-02-15,0,7,"United Kingdom","Europe"
"London",2020-02-16,0,7,"United Kingdom","Europe"
"London",2020-02-17,1,8,"United Kingdom","Europe"
"London",2020-02-18,0,8,"United Kingdom","Europe"
"London",2020-02-19,0,8,"United Kingdom","Europe"
"London",2020-02-20,0,8,"United Kingdom","Europe"
"London",2020-02-21,1,9,"United Kingdom","Europe"
"London",2020-02-22,0,9,"United Kingdom","Europe"
"London",2020-02-23,3,12,"United Kingdom","Europe"
"London",2020-02-24,1,13,"United Kingdom","Europe"
"London",2020-02-25,1,14,"United Kingdom","Europe"
"London",2020-02-26,0,14,"United Kingdom","Europe"
"London",2020-02-27,1,15,"United Kingdom","Europe"
"London",2020-02-28,0,15,"United Kingdom","Europe"
"London",2020-02-29,1,16,"United Kingdom","Europe"
"London",2020-03-01,3,19,"United Kingdom","Europe"
"London",2020-03-02,12,31,"United Kingdom","Europe"
"London",2020-03-03,6,37,"United Kingdom","Europe"
"London",2020-03-04,15,52,"United Kingdom","Europe"
"London",2020-03-05,13,65,"United Kingdom","Europe"
"London",2020-03-06,23,88,"United Kingdom","Europe"
"London",2020-03-07,14,102,"United Kingdom","Europe"
"London",2020-03-08,22,124,"United Kingdom","Europe"
"London",2020-03-09,54,178,"United Kingdom","Europe"
"London",2020-03-10,95,273,"United Kingdom","Europe"
"London",2020-03-11,183,456,"United Kingdom","Europe"
"London",2020-03-12,167,623,"United Kingdom","Europe"
"London",2020-03-13,138,761,"United Kingdom","Europe"
"London",2020-03-14,149,910,"United Kingdom","Europe"
"London",2020-03-15,165,1075,"United Kingdom","Europe"
"London",2020-03-16,237,1312,"United Kingdom","Europe"
"London",2020-03-17,310,1622,"United Kingdom","Europe"
"London",2020-03-18,357,1979,"United Kingdom","Europe"
"London",2020-03-19,332,2311,"United Kingdom","Europe"
"London",2020-03-20,424,2735,"United Kingdom","Europe"
"London",2020-03-21,348,3083,"United Kingdom","Europe"
"London",2020-03-22,439,3522,"United Kingdom","Europe"
"London",2020-03-23,685,4207,"United Kingdom","Europe"
"London",2020-03-24,636,4843,"United Kingdom","Europe"
"London",2020-03-25,752,5595,"United Kingdom","Europe"
"London",2020-03-26,740,6335,"United Kingdom","Europe"
"London",2020-03-27,818,7153,"United Kingdom","Europe"
"London",2020-03-28,577,7730,"United Kingdom","Europe"
"London",2020-03-29,596,8326,"United Kingdom","Europe"
"London",2020-03-30,848,9174,"United Kingdom","Europe"
"London",2020-03-31,935,10109,"United Kingdom","Europe"
"London",2020-04-01,977,11086,"United Kingdom","Europe"
"London",2020-04-02,1063,12149,"United Kingdom","Europe"
"London",2020-04-03,985,13134,"United Kingdom","Europe"
"London",2020-04-04,765,13899,"United Kingdom","Europe"
"London",2020-04-05,636,14535,"United Kingdom","Europe"
"London",2020-04-06,858,15393,"United Kingdom","Europe"
"London",2020-04-07,946,16339,"United Kingdom","Europe"
"London",2020-04-08,867,17206,"United Kingdom","Europe"
"London",2020-04-09,791,17997,"United Kingdom","Europe"
"London",2020-04-10,622,18619,"United Kingdom","Europe"
"London",2020-04-11,518,19137,"United Kingdom","Europe"
"London",2020-04-12,502,19639,"United Kingdom","Europe"
"Los Angeles",2020-01-26,0,0,"United States","North America"
"Los Angeles",2020-01-27,0,0,"United States","North America"
"Los Angeles",2020-01-28,0,0,"United States","North America"
"Los Angeles",2020-01-29,0,0,"United States","North America"
"Los Angeles",2020-01-30,0,0,"United States","North America"
"Los Angeles",2020-01-31,0,0,"United States","North America"
"Los Angeles",2020-02-01,0,0,"United States","North America"
"Los Angeles",2020-02-02,0,0,"United States","North America"
"Los Angeles",2020-02-03,0,0,"United States","North America"
"Los Angeles",2020-02-04,0,0,"United States","North America"
"Los Angeles",2020-02-05,0,0,"United States","North America"
"Los Angeles",2020-02-06,0,0,"United States","North America"
"Los Angeles",2020-02-07,0,0,"United States","North America"
"Los Angeles",2020-02-08,0,0,"United States","North America"
"Los Angeles",2020-02-09,0,0,"United States","North America"
"Los Angeles",2020-02-10,0,0,"United States","North America"
"Los Angeles",2020-02-11,0,0,"United States","North America"
"Los Angeles",2020-02-12,0,0,"United States","North America"
"Los Angeles",2020-02-13,0,0,"United States","North America"
"Los Angeles",2020-02-14,0,0,"United States","North America"
"Los Angeles",2020-02-15,0,0,"United States","North America"
"Los Angeles",2020-02-16,0,0,"United States","North America"
"Los Angeles",2020-02-17,0,0,"United States","North America"
"Los Angeles",2020-02-18,0,0,"United States","North America"
"Los Angeles",2020-02-19,0,0,"United States","North America"
"Los Angeles",2020-02-20,0,0,"United States","North America"
"Los Angeles",2020-02-21,0,0,"United States","North America"
"Los Angeles",2020-02-22,0,0,"United States","North America"
"Los Angeles",2020-02-23,0,0,"United States","North America"
"Los Angeles",2020-02-24,0,0,"United States","North America"
"Los Angeles",2020-02-25,0,0,"United States","North America"
"Los Angeles",2020-02-26,0,0,"United States","North America"
"Los Angeles",2020-02-27,0,0,"United States","North America"
"Los Angeles",2020-02-28,0,0,"United States","North America"
"Los Angeles",2020-02-29,0,0,"United States","North America"
"Los Angeles",2020-03-01,0,0,"United States","North America"
"Los Angeles",2020-03-02,0,0,"United States","North America"
"Los Angeles",2020-03-03,0,0,"United States","North America"
"Los Angeles",2020-03-04,6,6,"United States","North America"
"Los Angeles",2020-03-05,4,10,"United States","North America"
"Los Angeles",2020-03-06,2,12,"United States","North America"
"Los Angeles",2020-03-07,1,13,"United States","North America"
"Los Angeles",2020-03-08,0,13,"United States","North America"
"Los Angeles",2020-03-09,5,18,"United States","North America"
"Los Angeles",2020-03-10,1,19,"United States","North America"
"Los Angeles",2020-03-11,8,27,"United States","North America"
"Los Angeles",2020-03-12,4,31,"United States","North America"
"Los Angeles",2020-03-13,8,39,"United States","North America"
"Los Angeles",2020-03-14,13,52,"United States","North America"
"Los Angeles",2020-03-15,16,68,"United States","North America"
"Los Angeles",2020-03-16,25,93,"United States","North America"
"Los Angeles",2020-03-17,50,143,"United States","North America"
"Los Angeles",2020-03-18,46,189,"United States","North America"
"Los Angeles",2020-03-19,41,230,"United States","North America"
"Los Angeles",2020-03-20,61,291,"United States","North America"
"Los Angeles",2020-03-21,59,350,"United States","North America"
"Los Angeles",2020-03-22,70,420,"United States","North America"
"Los Angeles",2020-03-23,115,535,"United States","North America"
"Los Angeles",2020-03-24,126,661,"United States","North America"
"Los Angeles",2020-03-25,137,798,"United States","North America"
"Los Angeles",2020-03-26,417,1215,"United States","North America"
"Los Angeles",2020-03-27,249,1464,"United States","North America"
"Los Angeles",2020-03-28,339,1803,"United States","North America"
"Los Angeles",2020-03-29,332,2135,"United States","North America"
"Los Angeles",2020-03-30,338,2473,"United States","North America"
"Los Angeles",2020-03-31,537,3010,"United States","North America"
"Los Angeles",2020-04-01,507,3517,"United States","North America"
"Los Angeles",2020-04-02,527,4044,"United States","North America"
"Los Angeles",2020-04-03,521,4565,"United States","North America"
"Los Angeles",2020-04-04,711,5276,"United States","North America"
"Los Angeles",2020-04-05,663,5939,"United States","North America"
"Los Angeles",2020-04-06,420,6359,"United States","North America"
"Los Angeles",2020-04-07,550,6909,"United States","North America"
"Los Angeles",2020-04-08,620,7529,"United States","North America"
"Los Angeles",2020-04-09,425,7954,"United States","North America"
"Los Angeles",2020-04-10,475,8429,"United States","North America"
"Los Angeles",2020-04-11,443,8872,"United States","North America"
"Los Angeles",2020-04-12,319,9191,"United States","North America"
"Lyon",2020-03-13,1,1,"France","Europe"
"Lyon",2020-03-14,0,1,"France","Europe"
"Lyon",2020-03-16,1,2,"France","Europe"
"Lyon",2020-03-17,1,3,"France","Europe"
"Lyon",2020-03-18,8,11,"France","Europe"
"Lyon",2020-03-19,24,35,"France","Europe"
"Lyon",2020-03-20,28,63,"France","Europe"
"Lyon",2020-03-21,1,64,"France","Europe"
"Lyon",2020-03-22,7,71,"France","Europe"
"Lyon",2020-03-23,10,81,"France","Europe"
"Lyon",2020-03-24,11,92,"France","Europe"
"Lyon",2020-03-25,2,94,"France","Europe"
"Lyon",2020-03-26,5,99,"France","Europe"
"Lyon",2020-03-27,2,101,"France","Europe"
"Lyon",2020-03-28,0,101,"France","Europe"
"Lyon",2020-03-29,0,101,"France","Europe"
"Lyon",2020-03-30,9,110,"France","Europe"
"Lyon",2020-03-31,8,118,"France","Europe"
"Lyon",2020-04-01,7,125,"France","Europe"
"Lyon",2020-04-02,18,143,"France","Europe"
"Lyon",2020-04-03,14,157,"France","Europe"
"Lyon",2020-04-04,1,158,"France","Europe"
"Lyon",2020-04-05,0,158,"France","Europe"
"Lyon",2020-04-06,36,194,"France","Europe"
"Lyon",2020-04-07,20,214,"France","Europe"
"Lyon",2020-04-08,12,226,"France","Europe"
"Lyon",2020-04-09,3,229,"France","Europe"
"Lyon",2020-04-10,13,242,"France","Europe"
"Lyon",2020-04-11,1,243,"France","Europe"
"Lyon",2020-04-12,0,243,"France","Europe"
"Madrid",2020-02-26,0,0,"Spain","Europe"
"Madrid",2020-02-27,0,0,"Spain","Europe"
"Madrid",2020-02-28,0,0,"Spain","Europe"
"Madrid",2020-02-29,0,0,"Spain","Europe"
"Madrid",2020-03-01,0,0,"Spain","Europe"
"Madrid",2020-03-02,0,0,"Spain","Europe"
"Madrid",2020-03-03,1,1,"Spain","Europe"
"Madrid",2020-03-04,1,2,"Spain","Europe"
"Madrid",2020-03-05,0,2,"Spain","Europe"
"Madrid",2020-03-06,1,3,"Spain","Europe"
"Madrid",2020-03-07,31,34,"Spain","Europe"
"Madrid",2020-03-08,66,100,"Spain","Europe"
"Madrid",2020-03-09,117,217,"Spain","Europe"
"Madrid",2020-03-10,183,400,"Spain","Europe"
"Madrid",2020-03-11,211,611,"Spain","Europe"
"Madrid",2020-03-12,351,962,"Spain","Europe"
"Madrid",2020-03-13,354,1316,"Spain","Europe"
"Madrid",2020-03-14,461,1777,"Spain","Europe"
"Madrid",2020-03-15,310,2087,"Spain","Europe"
"Madrid",2020-03-16,424,2511,"Spain","Europe"
"Madrid",2020-03-17,471,2982,"Spain","Europe"
"Madrid",2020-03-18,822,3804,"Spain","Europe"
"Madrid",2020-03-19,743,4547,"Spain","Europe"
"Madrid",2020-03-20,620,5167,"Spain","Europe"
"Madrid",2020-03-21,1305,6472,"Spain","Europe"
"Madrid",2020-03-22,390,6862,"Spain","Europe"
"Madrid",2020-03-23,671,7533,"Spain","Europe"
"Madrid",2020-03-24,1542,9075,"Spain","Europe"
"Madrid",2020-03-25,922,9997,"Spain","Europe"
"Madrid",2020-03-26,1797,11794,"Spain","Europe"
"Madrid",2020-03-27,1888,13682,"Spain","Europe"
"Madrid",2020-03-28,929,14611,"Spain","Europe"
"Madrid",2020-03-29,70,14681,"Spain","Europe"
"Madrid",2020-03-30,227,14908,"Spain","Europe"
"Madrid",2020-03-31,468,15376,"Spain","Europe"
"Madrid",2020-04-01,1549,16925,"Spain","Europe"
"Madrid",2020-04-02,1213,18138,"Spain","Europe"
"Madrid",2020-04-03,1108,19246,"Spain","Europe"
"Madrid",2020-04-04,1075,20321,"Spain","Europe"
"Madrid",2020-04-05,682,21003,"Spain","Europe"
"Madrid",2020-04-06,815,21818,"Spain","Europe"
"Madrid",2020-04-07,1278,23096,"Spain","Europe"
"Madrid",2020-04-08,549,23645,"Spain","Europe"
"Madrid",2020-04-09,703,24348,"Spain","Europe"
"Madrid",2020-04-10,481,24829,"Spain","Europe"
"Madrid",2020-04-11,667,25496,"Spain","Europe"
"Madrid",2020-04-12,246,25742,"Spain","Europe"
"Manchester",2020-03-03,1,1,"United Kingdom","Europe"
"Manchester",2020-03-04,1,2,"United Kingdom","Europe"
"Manchester",2020-03-05,2,4,"United Kingdom","Europe"
"Manchester",2020-03-06,0,4,"United Kingdom","Europe"
"Manchester",2020-03-07,0,4,"United Kingdom","Europe"
"Manchester",2020-03-08,0,4,"United Kingdom","Europe"
"Manchester",2020-03-09,2,6,"United Kingdom","Europe"
"Manchester",2020-03-10,1,7,"United Kingdom","Europe"
"Manchester",2020-03-11,1,8,"United Kingdom","Europe"
"Manchester",2020-03-12,0,8,"United Kingdom","Europe"
"Manchester",2020-03-13,6,14,"United Kingdom","Europe"
"Manchester",2020-03-14,0,14,"United Kingdom","Europe"
"Manchester",2020-03-15,3,17,"United Kingdom","Europe"
"Manchester",2020-03-16,6,23,"United Kingdom","Europe"
"Manchester",2020-03-17,4,27,"United Kingdom","Europe"
"Manchester",2020-03-18,3,30,"United Kingdom","Europe"
"Manchester",2020-03-19,4,34,"United Kingdom","Europe"
"Manchester",2020-03-20,5,39,"United Kingdom","Europe"
"Manchester",2020-03-21,3,42,"United Kingdom","Europe"
"Manchester",2020-03-22,4,46,"United Kingdom","Europe"
"Manchester",2020-03-23,12,58,"United Kingdom","Europe"
"Manchester",2020-03-24,8,66,"United Kingdom","Europe"
"Manchester",2020-03-25,15,81,"United Kingdom","Europe"
"Manchester",2020-03-26,22,103,"United Kingdom","Europe"
"Manchester",2020-03-27,14,117,"United Kingdom","Europe"
"Manchester",2020-03-28,31,148,"United Kingdom","Europe"
"Manchester",2020-03-29,23,171,"United Kingdom","Europe"
"Manchester",2020-03-30,24,195,"United Kingdom","Europe"
"Manchester",2020-03-31,33,228,"United Kingdom","Europe"
"Manchester",2020-04-01,28,256,"United Kingdom","Europe"
"Manchester",2020-04-02,34,290,"United Kingdom","Europe"
"Manchester",2020-04-03,30,320,"United Kingdom","Europe"
"Manchester",2020-04-04,40,360,"United Kingdom","Europe"
"Manchester",2020-04-05,36,396,"United Kingdom","Europe"
"Manchester",2020-04-06,73,469,"United Kingdom","Europe"
"Manchester",2020-04-07,58,527,"United Kingdom","Europe"
"Manchester",2020-04-08,53,580,"United Kingdom","Europe"
"Manchester",2020-04-09,63,643,"United Kingdom","Europe"
"Manchester",2020-04-10,38,681,"United Kingdom","Europe"
"Manchester",2020-04-11,44,725,"United Kingdom","Europe"
"Manchester",2020-04-12,38,763,"United Kingdom","Europe"
"Melbourne",2020-01-25,1,1,"Australia","Australia"
"Melbourne",2020-01-26,0,1,"Australia","Australia"
"Melbourne",2020-01-27,0,1,"Australia","Australia"
"Melbourne",2020-01-28,1,2,"Australia","Australia"
"Melbourne",2020-01-29,0,2,"Australia","Australia"
"Melbourne",2020-01-30,1,3,"Australia","Australia"
"Melbourne",2020-01-31,1,4,"Australia","Australia"
"Melbourne",2020-02-01,0,4,"Australia","Australia"
"Melbourne",2020-02-02,0,4,"Australia","Australia"
"Melbourne",2020-02-03,0,4,"Australia","Australia"
"Melbourne",2020-02-04,0,4,"Australia","Australia"
"Melbourne",2020-02-05,0,4,"Australia","Australia"
"Melbourne",2020-02-06,0,4,"Australia","Australia"
"Melbourne",2020-02-07,0,4,"Australia","Australia"
"Melbourne",2020-02-08,0,4,"Australia","Australia"
"Melbourne",2020-02-09,0,4,"Australia","Australia"
"Melbourne",2020-02-10,0,4,"Australia","Australia"
"Melbourne",2020-02-11,0,4,"Australia","Australia"
"Melbourne",2020-02-12,0,4,"Australia","Australia"
"Melbourne",2020-02-13,0,4,"Australia","Australia"
"Melbourne",2020-02-14,0,4,"Australia","Australia"
"Melbourne",2020-02-15,0,4,"Australia","Australia"
"Melbourne",2020-02-16,0,4,"Australia","Australia"
"Melbourne",2020-02-17,0,4,"Australia","Australia"
"Melbourne",2020-02-18,0,4,"Australia","Australia"
"Melbourne",2020-02-19,0,4,"Australia","Australia"
"Melbourne",2020-02-20,0,4,"Australia","Australia"
"Melbourne",2020-02-21,0,4,"Australia","Australia"
"Melbourne",2020-02-22,2,6,"Australia","Australia"
"Melbourne",2020-02-23,0,6,"Australia","Australia"
"Melbourne",2020-02-24,0,6,"Australia","Australia"
"Melbourne",2020-02-25,1,7,"Australia","Australia"
"Melbourne",2020-02-26,0,7,"Australia","Australia"
"Melbourne",2020-02-27,0,7,"Australia","Australia"
"Melbourne",2020-02-28,0,7,"Australia","Australia"
"Melbourne",2020-02-29,0,7,"Australia","Australia"
"Melbourne",2020-03-01,2,9,"Australia","Australia"
"Melbourne",2020-03-02,0,9,"Australia","Australia"
"Melbourne",2020-03-03,0,9,"Australia","Australia"
"Melbourne",2020-03-04,1,10,"Australia","Australia"
"Melbourne",2020-03-05,0,10,"Australia","Australia"
"Melbourne",2020-03-06,1,11,"Australia","Australia"
"Melbourne",2020-03-07,1,12,"Australia","Australia"
"Melbourne",2020-03-08,2,14,"Australia","Australia"
"Melbourne",2020-03-09,3,17,"Australia","Australia"
"Melbourne",2020-03-10,2,19,"Australia","Australia"
"Melbourne",2020-03-11,4,23,"Australia","Australia"
"Melbourne",2020-03-12,9,32,"Australia","Australia"
"Melbourne",2020-03-13,15,47,"Australia","Australia"
"Melbourne",2020-03-14,5,52,"Australia","Australia"
"Melbourne",2020-03-15,5,57,"Australia","Australia"
"Melbourne",2020-03-16,16,73,"Australia","Australia"
"Melbourne",2020-03-17,37,110,"Australia","Australia"
"Melbourne",2020-03-18,23,133,"Australia","Australia"
"Melbourne",2020-03-19,30,163,"Australia","Australia"
"Melbourne",2020-03-20,37,200,"Australia","Australia"
"Melbourne",2020-03-21,36,236,"Australia","Australia"
"Melbourne",2020-03-22,59,295,"Australia","Australia"
"Melbourne",2020-03-23,50,345,"Australia","Australia"
"Melbourne",2020-03-24,53,398,"Australia","Australia"
"Melbourne",2020-03-25,42,440,"Australia","Australia"
"Melbourne",2020-03-26,42,482,"Australia","Australia"
"Melbourne",2020-03-27,78,560,"Australia","Australia"
"Melbourne",2020-03-28,59,619,"Australia","Australia"
"Melbourne",2020-03-29,45,664,"Australia","Australia"
"Melbourne",2020-03-30,71,735,"Australia","Australia"
"Melbourne",2020-03-31,50,785,"Australia","Australia"
"Melbourne",2020-04-01,54,839,"Australia","Australia"
"Melbourne",2020-04-02,55,894,"Australia","Australia"
"Melbourne",2020-04-03,20,914,"Australia","Australia"
"Melbourne",2020-04-04,21,935,"Australia","Australia"
"Melbourne",2020-04-05,23,958,"Australia","Australia"
"Melbourne",2020-04-06,26,984,"Australia","Australia"
"Melbourne",2020-04-07,15,999,"Australia","Australia"
"Melbourne",2020-04-08,11,1010,"Australia","Australia"
"Melbourne",2020-04-09,7,1017,"Australia","Australia"
"Melbourne",2020-04-10,15,1032,"Australia","Australia"
"Melbourne",2020-04-11,4,1036,"Australia","Australia"
"Melbourne",2020-04-12,1,1037,"Australia","Australia"
"Mexico City",2019-12-31,0,0,"Mexico","North America"
"Mexico City",2020-01-01,0,0,"Mexico","North America"
"Mexico City",2020-01-02,0,0,"Mexico","North America"
"Mexico City",2020-01-03,0,0,"Mexico","North America"
"Mexico City",2020-01-04,0,0,"Mexico","North America"
"Mexico City",2020-01-05,0,0,"Mexico","North America"
"Mexico City",2020-01-06,0,0,"Mexico","North America"
"Mexico City",2020-01-07,0,0,"Mexico","North America"
"Mexico City",2020-01-08,0,0,"Mexico","North America"
"Mexico City",2020-01-09,0,0,"Mexico","North America"
"Mexico City",2020-01-10,0,0,"Mexico","North America"
"Mexico City",2020-01-11,0,0,"Mexico","North America"
"Mexico City",2020-01-12,0,0,"Mexico","North America"
"Mexico City",2020-01-13,0,0,"Mexico","North America"
"Mexico City",2020-01-14,0,0,"Mexico","North America"
"Mexico City",2020-01-15,0,0,"Mexico","North America"
"Mexico City",2020-01-16,0,0,"Mexico","North America"
"Mexico City",2020-01-17,0,0,"Mexico","North America"
"Mexico City",2020-01-18,0,0,"Mexico","North America"
"Mexico City",2020-01-19,0,0,"Mexico","North America"
"Mexico City",2020-01-20,0,0,"Mexico","North America"
"Mexico City",2020-01-21,0,0,"Mexico","North America"
"Mexico City",2020-01-22,0,0,"Mexico","North America"
"Mexico City",2020-01-23,0,0,"Mexico","North America"
"Mexico City",2020-01-24,0,0,"Mexico","North America"
"Mexico City",2020-01-25,0,0,"Mexico","North America"
"Mexico City",2020-01-26,0,0,"Mexico","North America"
"Mexico City",2020-01-27,0,0,"Mexico","North America"
"Mexico City",2020-01-28,0,0,"Mexico","North America"
"Mexico City",2020-01-29,0,0,"Mexico","North America"
"Mexico City",2020-01-30,0,0,"Mexico","North America"
"Mexico City",2020-01-31,0,0,"Mexico","North America"
"Mexico City",2020-02-01,0,0,"Mexico","North America"
"Mexico City",2020-02-02,0,0,"Mexico","North America"
"Mexico City",2020-02-03,0,0,"Mexico","North America"
"Mexico City",2020-02-04,0,0,"Mexico","North America"
"Mexico City",2020-02-05,0,0,"Mexico","North America"
"Mexico City",2020-02-06,0,0,"Mexico","North America"
"Mexico City",2020-02-07,0,0,"Mexico","North America"
"Mexico City",2020-02-08,0,0,"Mexico","North America"
"Mexico City",2020-02-09,0,0,"Mexico","North America"
"Mexico City",2020-02-10,0,0,"Mexico","North America"
"Mexico City",2020-02-11,0,0,"Mexico","North America"
"Mexico City",2020-02-12,0,0,"Mexico","North America"
"Mexico City",2020-02-13,0,0,"Mexico","North America"
"Mexico City",2020-02-14,0,0,"Mexico","North America"
"Mexico City",2020-02-15,0,0,"Mexico","North America"
"Mexico City",2020-02-16,0,0,"Mexico","North America"
"Mexico City",2020-02-17,0,0,"Mexico","North America"
"Mexico City",2020-02-18,0,0,"Mexico","North America"
"Mexico City",2020-02-19,1,1,"Mexico","North America"
"Mexico City",2020-02-20,0,1,"Mexico","North America"
"Mexico City",2020-02-21,0,1,"Mexico","North America"
"Mexico City",2020-02-22,0,1,"Mexico","North America"
"Mexico City",2020-02-23,0,1,"Mexico","North America"
"Mexico City",2020-02-24,0,1,"Mexico","North America"
"Mexico City",2020-02-25,0,1,"Mexico","North America"
"Mexico City",2020-02-26,3,4,"Mexico","North America"
"Mexico City",2020-02-27,0,4,"Mexico","North America"
"Mexico City",2020-02-28,2,6,"Mexico","North America"
"Mexico City",2020-02-29,2,8,"Mexico","North America"
"Mexico City",2020-03-01,2,10,"Mexico","North America"
"Mexico City",2020-03-02,5,15,"Mexico","North America"
"Mexico City",2020-03-03,9,24,"Mexico","North America"
"Mexico City",2020-03-04,10,34,"Mexico","North America"
"Mexico City",2020-03-05,11,45,"Mexico","North America"
"Mexico City",2020-03-06,6,51,"Mexico","North America"
"Mexico City",2020-03-07,7,58,"Mexico","North America"
"Mexico City",2020-03-08,8,66,"Mexico","North America"
"Mexico City",2020-03-09,5,71,"Mexico","North America"
"Mexico City",2020-03-10,17,88,"Mexico","North America"
"Mexico City",2020-03-11,39,127,"Mexico","North America"
"Mexico City",2020-03-12,41,168,"Mexico","North America"
"Mexico City",2020-03-13,66,234,"Mexico","North America"
"Mexico City",2020-03-14,52,286,"Mexico","North America"
"Mexico City",2020-03-15,37,323,"Mexico","North America"
"Mexico City",2020-03-16,77,400,"Mexico","North America"
"Mexico City",2020-03-17,104,504,"Mexico","North America"
"Mexico City",2020-03-18,116,620,"Mexico","North America"
"Mexico City",2020-03-19,151,771,"Mexico","North America"
"Mexico City",2020-03-20,132,903,"Mexico","North America"
"Mexico City",2020-03-21,85,988,"Mexico","North America"
"Mexico City",2020-03-22,70,1058,"Mexico","North America"
"Mexico City",2020-03-23,168,1226,"Mexico","North America"
"Mexico City",2020-03-24,220,1446,"Mexico","North America"
"Mexico City",2020-03-25,185,1631,"Mexico","North America"
"Mexico City",2020-03-26,224,1855,"Mexico","North America"
"Mexico City",2020-03-27,262,2117,"Mexico","North America"
"Mexico City",2020-03-28,191,2308,"Mexico","North America"
"Mexico City",2020-03-29,166,2474,"Mexico","North America"
"Mexico City",2020-03-30,345,2819,"Mexico","North America"
"Mexico City",2020-03-31,311,3130,"Mexico","North America"
"Mexico City",2020-04-01,382,3512,"Mexico","North America"
"Mexico City",2020-04-02,347,3859,"Mexico","North America"
"Mexico City",2020-04-03,392,4251,"Mexico","North America"
"Mexico City",2020-04-04,250,4501,"Mexico","North America"
"Mexico City",2020-04-05,259,4760,"Mexico","North America"
"Mexico City",2020-04-06,631,5391,"Mexico","North America"
"Mexico City",2020-04-07,515,5906,"Mexico","North America"
"Mexico City",2020-04-08,581,6487,"Mexico","North America"
"Mexico City",2020-04-09,483,6970,"Mexico","North America"
"Mexico City",2020-04-10,572,7542,"Mexico","North America"
"Mexico City",2020-04-11,464,8006,"Mexico","North America"
"Mexico City",2020-04-12,479,8485,"Mexico","North America"
"Milan",2020-02-24,0,0,"Italy","Europe"
"Milan",2020-02-25,8,8,"Italy","Europe"
"Milan",2020-02-26,0,8,"Italy","Europe"
"Milan",2020-02-27,7,15,"Italy","Europe"
"Milan",2020-02-28,14,29,"Italy","Europe"
"Milan",2020-02-29,1,30,"Italy","Europe"
"Milan",2020-03-01,16,46,"Italy","Europe"
"Milan",2020-03-02,12,58,"Italy","Europe"
"Milan",2020-03-03,35,93,"Italy","Europe"
"Milan",2020-03-04,52,145,"Italy","Europe"
"Milan",2020-03-05,52,197,"Italy","Europe"
"Milan",2020-03-06,70,267,"Italy","Europe"
"Milan",2020-03-07,94,361,"Italy","Europe"
"Milan",2020-03-08,45,406,"Italy","Europe"
"Milan",2020-03-09,100,506,"Italy","Europe"
"Milan",2020-03-10,86,592,"Italy","Europe"
"Milan",2020-03-11,333,925,"Italy","Europe"
"Milan",2020-03-12,221,1146,"Italy","Europe"
"Milan",2020-03-13,161,1307,"Italy","Europe"
"Milan",2020-03-14,244,1551,"Italy","Europe"
"Milan",2020-03-15,199,1750,"Italy","Europe"
"Milan",2020-03-16,233,1983,"Italy","Europe"
"Milan",2020-03-17,343,2326,"Italy","Europe"
"Milan",2020-03-18,318,2644,"Italy","Europe"
"Milan",2020-03-19,634,3278,"Italy","Europe"
"Milan",2020-03-20,526,3804,"Italy","Europe"
"Milan",2020-03-21,868,4672,"Italy","Europe"
"Milan",2020-03-22,424,5096,"Italy","Europe"
"Milan",2020-03-23,230,5326,"Italy","Europe"
"Milan",2020-03-24,375,5701,"Italy","Europe"
"Milan",2020-03-25,373,6074,"Italy","Europe"
"Milan",2020-03-26,848,6922,"Italy","Europe"
"Milan",2020-03-27,547,7469,"Italy","Europe"
"Milan",2020-03-28,314,7783,"Italy","Europe"
"Milan",2020-03-29,546,8329,"Italy","Europe"
"Milan",2020-03-30,347,8676,"Italy","Europe"
"Milan",2020-03-31,235,8911,"Italy","Europe"
"Milan",2020-04-01,611,9522,"Italy","Europe"
"Milan",2020-04-02,482,10004,"Italy","Europe"
"Milan",2020-04-03,387,10391,"Italy","Europe"
"Milan",2020-04-04,428,10819,"Italy","Europe"
"Milan",2020-04-05,411,11230,"Italy","Europe"
"Milan",2020-04-06,308,11538,"Italy","Europe"
"Milan",2020-04-07,249,11787,"Italy","Europe"
"Milan",2020-04-08,252,12039,"Italy","Europe"
"Milan",2020-04-09,440,12479,"Italy","Europe"
"Milan",2020-04-10,269,12748,"Italy","Europe"
"Milan",2020-04-11,520,13268,"Italy","Europe"
"Milan",2020-04-12,412,13680,"Italy","Europe"
"Monaco",2020-01-01,0,0,"Monaco","Europe"
"Monaco",2020-01-02,0,0,"Monaco","Europe"
"Monaco",2020-01-03,0,0,"Monaco","Europe"
"Monaco",2020-01-04,0,0,"Monaco","Europe"
"Monaco",2020-01-05,0,0,"Monaco","Europe"
"Monaco",2020-01-06,0,0,"Monaco","Europe"
"Monaco",2020-01-07,0,0,"Monaco","Europe"
"Monaco",2020-01-08,0,0,"Monaco","Europe"
"Monaco",2020-01-09,0,0,"Monaco","Europe"
"Monaco",2020-01-10,0,0,"Monaco","Europe"
"Monaco",2020-01-11,0,0,"Monaco","Europe"
"Monaco",2020-01-12,0,0,"Monaco","Europe"
"Monaco",2020-01-13,0,0,"Monaco","Europe"
"Monaco",2020-01-14,0,0,"Monaco","Europe"
"Monaco",2020-01-15,0,0,"Monaco","Europe"
"Monaco",2020-01-16,0,0,"Monaco","Europe"
