"city","date","cmi","country","continent"
"Amsterdam",2020-01-20,NA,"Netherlands","Europe"
"Amsterdam",2020-01-21,NA,"Netherlands","Europe"
"Amsterdam",2020-01-22,NA,"Netherlands","Europe"
"Amsterdam",2020-01-23,NA,"Netherlands","Europe"
"Amsterdam",2020-01-24,NA,"Netherlands","Europe"
"Amsterdam",2020-01-25,NA,"Netherlands","Europe"
"Amsterdam",2020-01-26,NA,"Netherlands","Europe"
"Amsterdam",2020-01-27,NA,"Netherlands","Europe"
"Amsterdam",2020-01-28,NA,"Netherlands","Europe"
"Amsterdam",2020-01-29,NA,"Netherlands","Europe"
"Amsterdam",2020-01-30,NA,"Netherlands","Europe"
"Amsterdam",2020-01-31,NA,"Netherlands","Europe"
"Amsterdam",2020-02-01,NA,"Netherlands","Europe"
"Amsterdam",2020-02-02,NA,"Netherlands","Europe"
"Amsterdam",2020-02-03,NA,"Netherlands","Europe"
"Amsterdam",2020-02-04,NA,"Netherlands","Europe"
"Amsterdam",2020-02-05,NA,"Netherlands","Europe"
"Amsterdam",2020-02-06,NA,"Netherlands","Europe"
"Amsterdam",2020-02-07,NA,"Netherlands","Europe"
"Amsterdam",2020-02-08,NA,"Netherlands","Europe"
"Amsterdam",2020-02-09,NA,"Netherlands","Europe"
"Amsterdam",2020-02-10,NA,"Netherlands","Europe"
"Amsterdam",2020-02-11,NA,"Netherlands","Europe"
"Amsterdam",2020-02-12,NA,"Netherlands","Europe"
"Amsterdam",2020-02-13,NA,"Netherlands","Europe"
"Amsterdam",2020-02-14,NA,"Netherlands","Europe"
"Amsterdam",2020-02-15,NA,"Netherlands","Europe"
"Amsterdam",2020-02-16,NA,"Netherlands","Europe"
"Amsterdam",2020-02-17,NA,"Netherlands","Europe"
"Amsterdam",2020-02-18,NA,"Netherlands","Europe"
"Amsterdam",2020-02-19,NA,"Netherlands","Europe"
"Amsterdam",2020-02-20,NA,"Netherlands","Europe"
"Amsterdam",2020-02-21,NA,"Netherlands","Europe"
"Amsterdam",2020-02-22,NA,"Netherlands","Europe"
"Amsterdam",2020-02-23,NA,"Netherlands","Europe"
"Amsterdam",2020-02-24,NA,"Netherlands","Europe"
"Amsterdam",2020-02-25,NA,"Netherlands","Europe"
"Amsterdam",2020-02-26,NA,"Netherlands","Europe"
"Amsterdam",2020-02-27,NA,"Netherlands","Europe"
"Amsterdam",2020-02-28,NA,"Netherlands","Europe"
"Amsterdam",2020-02-29,NA,"Netherlands","Europe"
"Amsterdam",2020-03-01,NA,"Netherlands","Europe"
"Amsterdam",2020-03-02,110,"Netherlands","Europe"
"Amsterdam",2020-03-03,103,"Netherlands","Europe"
"Amsterdam",2020-03-04,98,"Netherlands","Europe"
"Amsterdam",2020-03-05,109,"Netherlands","Europe"
"Amsterdam",2020-03-06,107,"Netherlands","Europe"
"Amsterdam",2020-03-07,106,"Netherlands","Europe"
"Amsterdam",2020-03-08,97,"Netherlands","Europe"
"Amsterdam",2020-03-09,93,"Netherlands","Europe"
"Amsterdam",2020-03-10,86,"Netherlands","Europe"
"Amsterdam",2020-03-11,86,"Netherlands","Europe"
"Amsterdam",2020-03-12,74,"Netherlands","Europe"
"Amsterdam",2020-03-13,60,"Netherlands","Europe"
"Amsterdam",2020-03-14,52,"Netherlands","Europe"
"Amsterdam",2020-03-15,43,"Netherlands","Europe"
"Amsterdam",2020-03-16,28,"Netherlands","Europe"
"Amsterdam",2020-03-17,16,"Netherlands","Europe"
"Amsterdam",2020-03-18,13,"Netherlands","Europe"
"Amsterdam",2020-03-19,10,"Netherlands","Europe"
"Amsterdam",2020-03-20,8,"Netherlands","Europe"
"Amsterdam",2020-03-21,8,"Netherlands","Europe"
"Amsterdam",2020-03-22,7,"Netherlands","Europe"
"Amsterdam",2020-03-23,7,"Netherlands","Europe"
"Amsterdam",2020-03-24,7,"Netherlands","Europe"
"Amsterdam",2020-03-25,6,"Netherlands","Europe"
"Amsterdam",2020-03-26,6,"Netherlands","Europe"
"Amsterdam",2020-03-27,5,"Netherlands","Europe"
"Amsterdam",2020-03-28,5,"Netherlands","Europe"
"Amsterdam",2020-03-29,5,"Netherlands","Europe"
"Amsterdam",2020-03-30,5,"Netherlands","Europe"
"Amsterdam",2020-03-31,6,"Netherlands","Europe"
"Amsterdam",2020-04-01,6,"Netherlands","Europe"
"Amsterdam",2020-04-02,6,"Netherlands","Europe"
"Amsterdam",2020-04-03,4,"Netherlands","Europe"
"Amsterdam",2020-04-04,5,"Netherlands","Europe"
"Amsterdam",2020-04-05,5,"Netherlands","Europe"
"Amsterdam",2020-04-06,6,"Netherlands","Europe"
"Amsterdam",2020-04-07,7,"Netherlands","Europe"
"Amsterdam",2020-04-08,6,"Netherlands","Europe"
"Amsterdam",2020-04-09,6,"Netherlands","Europe"
"Amsterdam",2020-04-10,5,"Netherlands","Europe"
"Amsterdam",2020-04-11,6,"Netherlands","Europe"
"Amsterdam",2020-04-12,6,"Netherlands","Europe"
"Amsterdam",2020-04-13,6,"Netherlands","Europe"
"Amsterdam",2020-04-14,6,"Netherlands","Europe"
"Amsterdam",2020-04-15,6,"Netherlands","Europe"
"Amsterdam",2020-04-16,5,"Netherlands","Europe"
"Amsterdam",2020-04-17,5,"Netherlands","Europe"
"Amsterdam",2020-04-18,5,"Netherlands","Europe"
"Amsterdam",2020-04-19,6,"Netherlands","Europe"
"Amsterdam",2020-04-20,6,"Netherlands","Europe"
"Amsterdam",2020-04-21,7,"Netherlands","Europe"
"Amsterdam",2020-04-22,7,"Netherlands","Europe"
"Amsterdam",2020-04-23,7,"Netherlands","Europe"
"Barcelona",2020-01-20,NA,"Spain","Europe"
"Barcelona",2020-01-21,NA,"Spain","Europe"
"Barcelona",2020-01-22,NA,"Spain","Europe"
"Barcelona",2020-01-23,NA,"Spain","Europe"
"Barcelona",2020-01-24,NA,"Spain","Europe"
"Barcelona",2020-01-25,NA,"Spain","Europe"
"Barcelona",2020-01-26,NA,"Spain","Europe"
"Barcelona",2020-01-27,NA,"Spain","Europe"
"Barcelona",2020-01-28,NA,"Spain","Europe"
"Barcelona",2020-01-29,NA,"Spain","Europe"
"Barcelona",2020-01-30,NA,"Spain","Europe"
"Barcelona",2020-01-31,NA,"Spain","Europe"
"Barcelona",2020-02-01,NA,"Spain","Europe"
"Barcelona",2020-02-02,NA,"Spain","Europe"
"Barcelona",2020-02-03,NA,"Spain","Europe"
"Barcelona",2020-02-04,NA,"Spain","Europe"
"Barcelona",2020-02-05,NA,"Spain","Europe"
"Barcelona",2020-02-06,NA,"Spain","Europe"
"Barcelona",2020-02-07,NA,"Spain","Europe"
"Barcelona",2020-02-08,NA,"Spain","Europe"
"Barcelona",2020-02-09,NA,"Spain","Europe"
"Barcelona",2020-02-10,NA,"Spain","Europe"
"Barcelona",2020-02-11,NA,"Spain","Europe"
"Barcelona",2020-02-12,NA,"Spain","Europe"
"Barcelona",2020-02-13,NA,"Spain","Europe"
"Barcelona",2020-02-14,NA,"Spain","Europe"
"Barcelona",2020-02-15,NA,"Spain","Europe"
"Barcelona",2020-02-16,NA,"Spain","Europe"
"Barcelona",2020-02-17,NA,"Spain","Europe"
"Barcelona",2020-02-18,NA,"Spain","Europe"
"Barcelona",2020-02-19,NA,"Spain","Europe"
"Barcelona",2020-02-20,NA,"Spain","Europe"
"Barcelona",2020-02-21,NA,"Spain","Europe"
"Barcelona",2020-02-22,NA,"Spain","Europe"
"Barcelona",2020-02-23,NA,"Spain","Europe"
"Barcelona",2020-02-24,NA,"Spain","Europe"
"Barcelona",2020-02-25,NA,"Spain","Europe"
"Barcelona",2020-02-26,NA,"Spain","Europe"
"Barcelona",2020-02-27,NA,"Spain","Europe"
"Barcelona",2020-02-28,NA,"Spain","Europe"
"Barcelona",2020-02-29,NA,"Spain","Europe"
"Barcelona",2020-03-01,NA,"Spain","Europe"
"Barcelona",2020-03-02,112,"Spain","Europe"
"Barcelona",2020-03-03,105,"Spain","Europe"
"Barcelona",2020-03-04,105,"Spain","Europe"
"Barcelona",2020-03-05,106,"Spain","Europe"
"Barcelona",2020-03-06,105,"Spain","Europe"
"Barcelona",2020-03-07,110,"Spain","Europe"
"Barcelona",2020-03-08,107,"Spain","Europe"
"Barcelona",2020-03-09,104,"Spain","Europe"
"Barcelona",2020-03-10,92,"Spain","Europe"
"Barcelona",2020-03-11,86,"Spain","Europe"
"Barcelona",2020-03-12,69,"Spain","Europe"
"Barcelona",2020-03-13,47,"Spain","Europe"
"Barcelona",2020-03-14,24,"Spain","Europe"
"Barcelona",2020-03-15,16,"Spain","Europe"
"Barcelona",2020-03-16,12,"Spain","Europe"
"Barcelona",2020-03-17,8,"Spain","Europe"
"Barcelona",2020-03-18,6,"Spain","Europe"
"Barcelona",2020-03-19,5,"Spain","Europe"
"Barcelona",2020-03-20,5,"Spain","Europe"
"Barcelona",2020-03-21,4,"Spain","Europe"
"Barcelona",2020-03-22,3,"Spain","Europe"
"Barcelona",2020-03-23,5,"Spain","Europe"
"Barcelona",2020-03-24,4,"Spain","Europe"
"Barcelona",2020-03-25,4,"Spain","Europe"
"Barcelona",2020-03-26,3,"Spain","Europe"
"Barcelona",2020-03-27,3,"Spain","Europe"
"Barcelona",2020-03-28,3,"Spain","Europe"
"Barcelona",2020-03-29,3,"Spain","Europe"
"Barcelona",2020-03-30,4,"Spain","Europe"
"Barcelona",2020-03-31,3,"Spain","Europe"
"Barcelona",2020-04-01,3,"Spain","Europe"
"Barcelona",2020-04-02,3,"Spain","Europe"
"Barcelona",2020-04-03,2,"Spain","Europe"
"Barcelona",2020-04-04,2,"Spain","Europe"
"Barcelona",2020-04-05,2,"Spain","Europe"
"Barcelona",2020-04-06,3,"Spain","Europe"
"Barcelona",2020-04-07,3,"Spain","Europe"
"Barcelona",2020-04-08,3,"Spain","Europe"
"Barcelona",2020-04-09,3,"Spain","Europe"
"Barcelona",2020-04-10,2,"Spain","Europe"
"Barcelona",2020-04-11,3,"Spain","Europe"
"Barcelona",2020-04-12,2,"Spain","Europe"
"Barcelona",2020-04-13,3,"Spain","Europe"
"Barcelona",2020-04-14,4,"Spain","Europe"
"Barcelona",2020-04-15,4,"Spain","Europe"
"Barcelona",2020-04-16,3,"Spain","Europe"
"Barcelona",2020-04-17,4,"Spain","Europe"
"Barcelona",2020-04-18,3,"Spain","Europe"
"Barcelona",2020-04-19,2,"Spain","Europe"
"Barcelona",2020-04-20,4,"Spain","Europe"
"Barcelona",2020-04-21,4,"Spain","Europe"
"Barcelona",2020-04-22,4,"Spain","Europe"
"Barcelona",2020-04-23,4,"Spain","Europe"
"Berlin",2020-01-20,NA,"Germany","Europe"
"Berlin",2020-01-21,NA,"Germany","Europe"
"Berlin",2020-01-22,NA,"Germany","Europe"
"Berlin",2020-01-23,NA,"Germany","Europe"
"Berlin",2020-01-24,NA,"Germany","Europe"
"Berlin",2020-01-25,NA,"Germany","Europe"
"Berlin",2020-01-26,NA,"Germany","Europe"
"Berlin",2020-01-27,NA,"Germany","Europe"
"Berlin",2020-01-28,NA,"Germany","Europe"
"Berlin",2020-01-29,NA,"Germany","Europe"
"Berlin",2020-01-30,NA,"Germany","Europe"
"Berlin",2020-01-31,NA,"Germany","Europe"
"Berlin",2020-02-01,NA,"Germany","Europe"
"Berlin",2020-02-02,NA,"Germany","Europe"
"Berlin",2020-02-03,NA,"Germany","Europe"
"Berlin",2020-02-04,NA,"Germany","Europe"
"Berlin",2020-02-05,NA,"Germany","Europe"
"Berlin",2020-02-06,NA,"Germany","Europe"
"Berlin",2020-02-07,NA,"Germany","Europe"
"Berlin",2020-02-08,NA,"Germany","Europe"
"Berlin",2020-02-09,NA,"Germany","Europe"
"Berlin",2020-02-10,NA,"Germany","Europe"
"Berlin",2020-02-11,NA,"Germany","Europe"
"Berlin",2020-02-12,NA,"Germany","Europe"
"Berlin",2020-02-13,NA,"Germany","Europe"
"Berlin",2020-02-14,NA,"Germany","Europe"
"Berlin",2020-02-15,NA,"Germany","Europe"
"Berlin",2020-02-16,NA,"Germany","Europe"
"Berlin",2020-02-17,NA,"Germany","Europe"
"Berlin",2020-02-18,NA,"Germany","Europe"
"Berlin",2020-02-19,NA,"Germany","Europe"
"Berlin",2020-02-20,NA,"Germany","Europe"
"Berlin",2020-02-21,NA,"Germany","Europe"
"Berlin",2020-02-22,NA,"Germany","Europe"
"Berlin",2020-02-23,NA,"Germany","Europe"
"Berlin",2020-02-24,NA,"Germany","Europe"
"Berlin",2020-02-25,NA,"Germany","Europe"
"Berlin",2020-02-26,NA,"Germany","Europe"
"Berlin",2020-02-27,NA,"Germany","Europe"
"Berlin",2020-02-28,NA,"Germany","Europe"
"Berlin",2020-02-29,NA,"Germany","Europe"
"Berlin",2020-03-01,NA,"Germany","Europe"
"Berlin",2020-03-02,103,"Germany","Europe"
"Berlin",2020-03-03,94,"Germany","Europe"
"Berlin",2020-03-04,93,"Germany","Europe"
"Berlin",2020-03-05,92,"Germany","Europe"
"Berlin",2020-03-06,92,"Germany","Europe"
"Berlin",2020-03-07,92,"Germany","Europe"
"Berlin",2020-03-08,97,"Germany","Europe"
"Berlin",2020-03-09,94,"Germany","Europe"
"Berlin",2020-03-10,83,"Germany","Europe"
"Berlin",2020-03-11,86,"Germany","Europe"
"Berlin",2020-03-12,72,"Germany","Europe"
"Berlin",2020-03-13,60,"Germany","Europe"
"Berlin",2020-03-14,54,"Germany","Europe"
"Berlin",2020-03-15,45,"Germany","Europe"
"Berlin",2020-03-16,41,"Germany","Europe"
"Berlin",2020-03-17,28,"Germany","Europe"
"Berlin",2020-03-18,26,"Germany","Europe"
"Berlin",2020-03-19,18,"Germany","Europe"
"Berlin",2020-03-20,13,"Germany","Europe"
"Berlin",2020-03-21,12,"Germany","Europe"
"Berlin",2020-03-22,11,"Germany","Europe"
"Berlin",2020-03-23,13,"Germany","Europe"
"Berlin",2020-03-24,12,"Germany","Europe"
"Berlin",2020-03-25,12,"Germany","Europe"
"Berlin",2020-03-26,11,"Germany","Europe"
"Berlin",2020-03-27,10,"Germany","Europe"
"Berlin",2020-03-28,10,"Germany","Europe"
"Berlin",2020-03-29,8,"Germany","Europe"
"Berlin",2020-03-30,12,"Germany","Europe"
"Berlin",2020-03-31,12,"Germany","Europe"
"Berlin",2020-04-01,12,"Germany","Europe"
"Berlin",2020-04-02,11,"Germany","Europe"
"Berlin",2020-04-03,10,"Germany","Europe"
"Berlin",2020-04-04,10,"Germany","Europe"
"Berlin",2020-04-05,11,"Germany","Europe"
"Berlin",2020-04-06,14,"Germany","Europe"
"Berlin",2020-04-07,12,"Germany","Europe"
"Berlin",2020-04-08,14,"Germany","Europe"
"Berlin",2020-04-09,13,"Germany","Europe"
"Berlin",2020-04-10,10,"Germany","Europe"
"Berlin",2020-04-11,11,"Germany","Europe"
"Berlin",2020-04-12,14,"Germany","Europe"
"Berlin",2020-04-13,9,"Germany","Europe"
"Berlin",2020-04-14,12,"Germany","Europe"
"Berlin",2020-04-15,13,"Germany","Europe"
"Berlin",2020-04-16,13,"Germany","Europe"
"Berlin",2020-04-17,13,"Germany","Europe"
"Berlin",2020-04-18,13,"Germany","Europe"
"Berlin",2020-04-19,14,"Germany","Europe"
"Berlin",2020-04-20,15,"Germany","Europe"
"Berlin",2020-04-21,15,"Germany","Europe"
"Berlin",2020-04-22,16,"Germany","Europe"
"Berlin",2020-04-23,17,"Germany","Europe"
"Birmingham",2020-01-20,NA,"United Kingdom","Europe"
"Birmingham",2020-01-21,NA,"United Kingdom","Europe"
"Birmingham",2020-01-22,NA,"United Kingdom","Europe"
"Birmingham",2020-01-23,NA,"United Kingdom","Europe"
"Birmingham",2020-01-24,NA,"United Kingdom","Europe"
"Birmingham",2020-01-25,NA,"United Kingdom","Europe"
"Birmingham",2020-01-26,NA,"United Kingdom","Europe"
"Birmingham",2020-01-27,NA,"United Kingdom","Europe"
"Birmingham",2020-01-28,NA,"United Kingdom","Europe"
"Birmingham",2020-01-29,NA,"United Kingdom","Europe"
"Birmingham",2020-01-30,NA,"United Kingdom","Europe"
"Birmingham",2020-01-31,NA,"United Kingdom","Europe"
"Birmingham",2020-02-01,NA,"United Kingdom","Europe"
"Birmingham",2020-02-02,NA,"United Kingdom","Europe"
"Birmingham",2020-02-03,NA,"United Kingdom","Europe"
"Birmingham",2020-02-04,NA,"United Kingdom","Europe"
"Birmingham",2020-02-05,NA,"United Kingdom","Europe"
"Birmingham",2020-02-06,NA,"United Kingdom","Europe"
"Birmingham",2020-02-07,NA,"United Kingdom","Europe"
"Birmingham",2020-02-08,NA,"United Kingdom","Europe"
"Birmingham",2020-02-09,NA,"United Kingdom","Europe"
"Birmingham",2020-02-10,NA,"United Kingdom","Europe"
"Birmingham",2020-02-11,NA,"United Kingdom","Europe"
"Birmingham",2020-02-12,NA,"United Kingdom","Europe"
"Birmingham",2020-02-13,NA,"United Kingdom","Europe"
"Birmingham",2020-02-14,NA,"United Kingdom","Europe"
"Birmingham",2020-02-15,NA,"United Kingdom","Europe"
"Birmingham",2020-02-16,NA,"United Kingdom","Europe"
"Birmingham",2020-02-17,NA,"United Kingdom","Europe"
"Birmingham",2020-02-18,NA,"United Kingdom","Europe"
"Birmingham",2020-02-19,NA,"United Kingdom","Europe"
"Birmingham",2020-02-20,NA,"United Kingdom","Europe"
"Birmingham",2020-02-21,NA,"United Kingdom","Europe"
"Birmingham",2020-02-22,NA,"United Kingdom","Europe"
"Birmingham",2020-02-23,NA,"United Kingdom","Europe"
"Birmingham",2020-02-24,NA,"United Kingdom","Europe"
"Birmingham",2020-02-25,NA,"United Kingdom","Europe"
"Birmingham",2020-02-26,NA,"United Kingdom","Europe"
"Birmingham",2020-02-27,NA,"United Kingdom","Europe"
"Birmingham",2020-02-28,NA,"United Kingdom","Europe"
"Birmingham",2020-02-29,NA,"United Kingdom","Europe"
"Birmingham",2020-03-01,NA,"United Kingdom","Europe"
"Birmingham",2020-03-02,100,"United Kingdom","Europe"
"Birmingham",2020-03-03,105,"United Kingdom","Europe"
"Birmingham",2020-03-04,99,"United Kingdom","Europe"
"Birmingham",2020-03-05,104,"United Kingdom","Europe"
"Birmingham",2020-03-06,108,"United Kingdom","Europe"
"Birmingham",2020-03-07,111,"United Kingdom","Europe"
"Birmingham",2020-03-08,100,"United Kingdom","Europe"
"Birmingham",2020-03-09,100,"United Kingdom","Europe"
"Birmingham",2020-03-10,98,"United Kingdom","Europe"
"Birmingham",2020-03-11,91,"United Kingdom","Europe"
"Birmingham",2020-03-12,95,"United Kingdom","Europe"
"Birmingham",2020-03-13,89,"United Kingdom","Europe"
"Birmingham",2020-03-14,84,"United Kingdom","Europe"
"Birmingham",2020-03-15,72,"United Kingdom","Europe"
"Birmingham",2020-03-16,65,"United Kingdom","Europe"
"Birmingham",2020-03-17,55,"United Kingdom","Europe"
"Birmingham",2020-03-18,45,"United Kingdom","Europe"
"Birmingham",2020-03-19,42,"United Kingdom","Europe"
"Birmingham",2020-03-20,38,"United Kingdom","Europe"
"Birmingham",2020-03-21,31,"United Kingdom","Europe"
"Birmingham",2020-03-22,25,"United Kingdom","Europe"
"Birmingham",2020-03-23,31,"United Kingdom","Europe"
"Birmingham",2020-03-24,21,"United Kingdom","Europe"
"Birmingham",2020-03-25,18,"United Kingdom","Europe"
"Birmingham",2020-03-26,16,"United Kingdom","Europe"
"Birmingham",2020-03-27,14,"United Kingdom","Europe"
"Birmingham",2020-03-28,14,"United Kingdom","Europe"
"Birmingham",2020-03-29,14,"United Kingdom","Europe"
"Birmingham",2020-03-30,16,"United Kingdom","Europe"
"Birmingham",2020-03-31,13,"United Kingdom","Europe"
"Birmingham",2020-04-01,12,"United Kingdom","Europe"
"Birmingham",2020-04-02,13,"United Kingdom","Europe"
"Birmingham",2020-04-03,13,"United Kingdom","Europe"
"Birmingham",2020-04-04,13,"United Kingdom","Europe"
"Birmingham",2020-04-05,12,"United Kingdom","Europe"
"Birmingham",2020-04-06,13,"United Kingdom","Europe"
"Birmingham",2020-04-07,10,"United Kingdom","Europe"
"Birmingham",2020-04-08,11,"United Kingdom","Europe"
"Birmingham",2020-04-09,13,"United Kingdom","Europe"
"Birmingham",2020-04-10,10,"United Kingdom","Europe"
"Birmingham",2020-04-11,12,"United Kingdom","Europe"
"Birmingham",2020-04-12,10,"United Kingdom","Europe"
"Birmingham",2020-04-13,10,"United Kingdom","Europe"
"Birmingham",2020-04-14,13,"United Kingdom","Europe"
"Birmingham",2020-04-15,12,"United Kingdom","Europe"
"Birmingham",2020-04-16,13,"United Kingdom","Europe"
"Birmingham",2020-04-17,11,"United Kingdom","Europe"
"Birmingham",2020-04-18,11,"United Kingdom","Europe"
"Birmingham",2020-04-19,12,"United Kingdom","Europe"
"Birmingham",2020-04-20,13,"United Kingdom","Europe"
"Birmingham",2020-04-21,11,"United Kingdom","Europe"
"Birmingham",2020-04-22,10,"United Kingdom","Europe"
"Birmingham",2020-04-23,12,"United Kingdom","Europe"
"Boston",2020-01-20,NA,"United States","North America"
"Boston",2020-01-21,NA,"United States","North America"
"Boston",2020-01-22,NA,"United States","North America"
"Boston",2020-01-23,NA,"United States","North America"
"Boston",2020-01-24,NA,"United States","North America"
"Boston",2020-01-25,NA,"United States","North America"
"Boston",2020-01-26,NA,"United States","North America"
"Boston",2020-01-27,NA,"United States","North America"
"Boston",2020-01-28,NA,"United States","North America"
"Boston",2020-01-29,NA,"United States","North America"
"Boston",2020-01-30,NA,"United States","North America"
"Boston",2020-01-31,NA,"United States","North America"
"Boston",2020-02-01,NA,"United States","North America"
"Boston",2020-02-02,NA,"United States","North America"
"Boston",2020-02-03,NA,"United States","North America"
"Boston",2020-02-04,NA,"United States","North America"
"Boston",2020-02-05,NA,"United States","North America"
"Boston",2020-02-06,NA,"United States","North America"
"Boston",2020-02-07,NA,"United States","North America"
"Boston",2020-02-08,NA,"United States","North America"
"Boston",2020-02-09,NA,"United States","North America"
"Boston",2020-02-10,NA,"United States","North America"
"Boston",2020-02-11,NA,"United States","North America"
"Boston",2020-02-12,NA,"United States","North America"
"Boston",2020-02-13,NA,"United States","North America"
"Boston",2020-02-14,NA,"United States","North America"
"Boston",2020-02-15,NA,"United States","North America"
"Boston",2020-02-16,NA,"United States","North America"
"Boston",2020-02-17,NA,"United States","North America"
"Boston",2020-02-18,NA,"United States","North America"
"Boston",2020-02-19,NA,"United States","North America"
"Boston",2020-02-20,NA,"United States","North America"
"Boston",2020-02-21,NA,"United States","North America"
"Boston",2020-02-22,NA,"United States","North America"
"Boston",2020-02-23,NA,"United States","North America"
"Boston",2020-02-24,NA,"United States","North America"
"Boston",2020-02-25,NA,"United States","North America"
"Boston",2020-02-26,NA,"United States","North America"
"Boston",2020-02-27,NA,"United States","North America"
"Boston",2020-02-28,NA,"United States","North America"
"Boston",2020-02-29,NA,"United States","North America"
"Boston",2020-03-01,NA,"United States","North America"
"Boston",2020-03-02,97,"United States","North America"
"Boston",2020-03-03,99,"United States","North America"
"Boston",2020-03-04,97,"United States","North America"
"Boston",2020-03-05,97,"United States","North America"
"Boston",2020-03-06,102,"United States","North America"
"Boston",2020-03-07,93,"United States","North America"
"Boston",2020-03-08,89,"United States","North America"
"Boston",2020-03-09,92,"United States","North America"
"Boston",2020-03-10,81,"United States","North America"
"Boston",2020-03-11,77,"United States","North America"
"Boston",2020-03-12,62,"United States","North America"
"Boston",2020-03-13,49,"United States","North America"
"Boston",2020-03-14,42,"United States","North America"
"Boston",2020-03-15,35,"United States","North America"
"Boston",2020-03-16,28,"United States","North America"
"Boston",2020-03-17,19,"United States","North America"
"Boston",2020-03-18,16,"United States","North America"
"Boston",2020-03-19,12,"United States","North America"
"Boston",2020-03-20,12,"United States","North America"
"Boston",2020-03-21,11,"United States","North America"
"Boston",2020-03-22,10,"United States","North America"
"Boston",2020-03-23,10,"United States","North America"
"Boston",2020-03-24,8,"United States","North America"
"Boston",2020-03-25,7,"United States","North America"
"Boston",2020-03-26,7,"United States","North America"
"Boston",2020-03-27,7,"United States","North America"
"Boston",2020-03-28,6,"United States","North America"
"Boston",2020-03-29,6,"United States","North America"
"Boston",2020-03-30,6,"United States","North America"
"Boston",2020-03-31,6,"United States","North America"
"Boston",2020-04-01,6,"United States","North America"
"Boston",2020-04-02,5,"United States","North America"
"Boston",2020-04-03,5,"United States","North America"
"Boston",2020-04-04,6,"United States","North America"
"Boston",2020-04-05,7,"United States","North America"
"Boston",2020-04-06,6,"United States","North America"
"Boston",2020-04-07,6,"United States","North America"
"Boston",2020-04-08,6,"United States","North America"
"Boston",2020-04-09,4,"United States","North America"
"Boston",2020-04-10,5,"United States","North America"
"Boston",2020-04-11,6,"United States","North America"
"Boston",2020-04-12,6,"United States","North America"
"Boston",2020-04-13,5,"United States","North America"
"Boston",2020-04-14,5,"United States","North America"
"Boston",2020-04-15,5,"United States","North America"
"Boston",2020-04-16,4,"United States","North America"
"Boston",2020-04-17,5,"United States","North America"
"Boston",2020-04-18,4,"United States","North America"
"Boston",2020-04-19,8,"United States","North America"
"Boston",2020-04-20,6,"United States","North America"
"Boston",2020-04-21,4,"United States","North America"
"Boston",2020-04-22,5,"United States","North America"
"Boston",2020-04-23,5,"United States","North America"
"Brussels",2020-01-20,NA,"Belgium","Europe"
"Brussels",2020-01-21,NA,"Belgium","Europe"
"Brussels",2020-01-22,NA,"Belgium","Europe"
"Brussels",2020-01-23,NA,"Belgium","Europe"
"Brussels",2020-01-24,NA,"Belgium","Europe"
"Brussels",2020-01-25,NA,"Belgium","Europe"
"Brussels",2020-01-26,NA,"Belgium","Europe"
"Brussels",2020-01-27,NA,"Belgium","Europe"
"Brussels",2020-01-28,NA,"Belgium","Europe"
"Brussels",2020-01-29,NA,"Belgium","Europe"
"Brussels",2020-01-30,NA,"Belgium","Europe"
"Brussels",2020-01-31,NA,"Belgium","Europe"
"Brussels",2020-02-01,NA,"Belgium","Europe"
"Brussels",2020-02-02,NA,"Belgium","Europe"
"Brussels",2020-02-03,NA,"Belgium","Europe"
"Brussels",2020-02-04,NA,"Belgium","Europe"
"Brussels",2020-02-05,NA,"Belgium","Europe"
"Brussels",2020-02-06,NA,"Belgium","Europe"
"Brussels",2020-02-07,NA,"Belgium","Europe"
"Brussels",2020-02-08,NA,"Belgium","Europe"
"Brussels",2020-02-09,NA,"Belgium","Europe"
"Brussels",2020-02-10,NA,"Belgium","Europe"
"Brussels",2020-02-11,NA,"Belgium","Europe"
"Brussels",2020-02-12,NA,"Belgium","Europe"
"Brussels",2020-02-13,NA,"Belgium","Europe"
"Brussels",2020-02-14,NA,"Belgium","Europe"
"Brussels",2020-02-15,NA,"Belgium","Europe"
"Brussels",2020-02-16,NA,"Belgium","Europe"
"Brussels",2020-02-17,NA,"Belgium","Europe"
"Brussels",2020-02-18,NA,"Belgium","Europe"
"Brussels",2020-02-19,NA,"Belgium","Europe"
"Brussels",2020-02-20,NA,"Belgium","Europe"
"Brussels",2020-02-21,NA,"Belgium","Europe"
"Brussels",2020-02-22,NA,"Belgium","Europe"
"Brussels",2020-02-23,NA,"Belgium","Europe"
"Brussels",2020-02-24,NA,"Belgium","Europe"
"Brussels",2020-02-25,NA,"Belgium","Europe"
"Brussels",2020-02-26,NA,"Belgium","Europe"
"Brussels",2020-02-27,NA,"Belgium","Europe"
"Brussels",2020-02-28,NA,"Belgium","Europe"
"Brussels",2020-02-29,NA,"Belgium","Europe"
"Brussels",2020-03-01,NA,"Belgium","Europe"
"Brussels",2020-03-02,106,"Belgium","Europe"
"Brussels",2020-03-03,102,"Belgium","Europe"
"Brussels",2020-03-04,107,"Belgium","Europe"
"Brussels",2020-03-05,109,"Belgium","Europe"
"Brussels",2020-03-06,112,"Belgium","Europe"
"Brussels",2020-03-07,112,"Belgium","Europe"
"Brussels",2020-03-08,107,"Belgium","Europe"
